时间戳记	省份	城市	区县	学校名称	年级	每周在校学习小时数	每月假期天数	寒假放假天数	24年学生自杀数	上学时间	放学时间 含晚自习	寒假补课收费总价格	学生的评论
2025-2-4 上午06:54:19	河北	邢台市	内丘县	河北内丘中学	12	119	0	11	45	上午05:30:00	上午10:30:00	0	
2025-2-4 上午06:54:40	湖南	长沙市	天心区	长沙市明德中学	12	80	3	7	0	上午07:00:00	下午10:00:00	0	我很庆幸能够生活在一个开明的家庭和相对不错的学校，尽管我的高中还是比较卷，但至少只是学习稍微累一点，没有那些反人类的制度。我的班主任真的是一个非常好的人，比起这个表上面的那些重量级已经好太多了，不是吗?最后希望大家都有获得自由的那一天
2025-2-4 上午06:59:13	福建	泉州市	洛江区	泉州市第十一中学	11	85	4	23	0	上午07:25:00	下午10:00:00	0	暴雨天要求晚自习；放假跟其他学校不同 其他学校下午放假 它晚自习上完才能走
2025-2-4 上午07:07:05	河南	河南省	唐河县	唐河县第一高级中学	10	140	3	7	0	上午05:25:00	下午10:10:00	0	无
2025-2-4 上午07:37:11	北京	北京市	东城区	北京市第二中学	12	77	4	10	0	上午07:00:00	下午08:30:00	0	
2025-2-4 上午07:44:35	北京	北京市	东城区	北京市第二中学	12	77	4	10	0	上午07:00:00	上午08:30:00	0	其他地区学校更烂不代表这里就没问题 学校领导一个比一个讨厌 最喜欢举办各类毫无意义的活动给校长逗乐，某些领导作风极其恶劣
2025-2-4 上午07:48:45	江西	赣州市	于都县	于都实验中学	12	85	2	14	0	上午07:25:00	下午09:50:00	1000	
2025-2-4 上午07:50:56	江西	赣州市	于都县	江西省于都中学	12	96	1.5	10	1	上午06:50:00	下午10:30:00	1000	
2025-2-4 上午08:54:24	浙江	嘉兴市	平湖市（县级市）	浙江省平湖中学	12	97	4	17	2	上午06:30:00	下午10:00:00	0	睡觉都睡不好，天天做你那破作业
2025-2-4 上午08:55:03	河南	新乡市	延津县	延津县第一高级中学	10	112	2	10	3	上午06:00:00	下午10:10:00	0	
2025-2-4 上午09:06:01	山东	东营市	广饶县	广饶一中	12	120	2	5	0	上午05:00:00	下午10:30:00	800	朱海波，任健（可能还有其他老师）会扇学生耳光，踹学生，并用侮辱性的语言攻击同学，有那种要在走廊里站一周听课不让进教室的惩罚
2025-2-4 上午09:14:11	四川	资阳市	雁江区	四川省资阳中学	11	90	2	9	3	上午07:00:00	下午09:00:00	1200	这个资阳中学每次放月假都叫学生回去向父母要钱交费，各种名目的乱收费，征订了一些无用的教辅资料，学校食堂是当地教育局领导亲戚承包的
2025-2-4 上午09:42:33	湖北	十堰市	丹江口市	丹江口市第一中学	12	100	3	9	0	上午06:00:00	下午10:40:00	1000	
2025-2-4 上午09:53:56	安徽	蚌埠市	怀远县	安徽省怀远第一中学	12	104	1.5	11	2	上午06:50:00	上午10:50:00	1000	高一高二的部分好班的假期和高三一样
2025-2-4 上午10:44:56	四川	南充	嘉陵区	四川省南充高级中学	12	85	1	7	0	上午07:40:00	上午10:40:00	1000	我已经大学一年级了，但还是想把学校写出来，这所学校让我得了抽动症
2025-2-4 上午10:47:19	江西	九江市	修水县	修水中等职业技术学院	10	60	4	15	1	下午12:00:00	上午10:00:00	0	中专 很累
2025-2-4 上午10:57:18	安徽	六安市	金安区	六安金安高级中学，六安市毛坦厂中学	13	98	0.5	16	3	上午06:30:00	上午11:00:00	0	
2025-2-4 上午11:07:43	河北	张家口市	宣化区	宣化第四中学东校区	10	112	2	30	0	上午06:20:00	下午10:00:00	0	学校管理极其严格
2025-2-4 上午11:25:00	湖北	恩施自治州	恩施市	恩施清江外国语学校	12	116	1	12	1	上午05:50:00	下午10:30:00	0	私立高中。原来是个排不上号的高中。我们这里前几年中考改革后，学校通过各种方式收获了一批优质生源（政策+金钱收买）。中考能进市重点的来读免学费。而我们这些普通学生一学期交一万多... 衡水制...就不用多说了 补课还是全体家长自愿的结果 哈哈
2025-2-4 上午11:40:34	河北	衡水市	桃城区	衡水市第十三中学	11	112	2	21	5	上午06:30:00	下午10:20:00	0	
2025-2-4 上午11:45:06	陕西	西安市	雁塔区	西安交通大学附属中学曲江校区	10	75	4	19	1	上午07:20:00	下午10:30:00	0	校领导是死妈东西永世不得超生
2025-2-4 上午11:49:36	辽宁	本溪市	本溪满族自治县	本溪县高级中学	12	120	0.1	7	0	上午06:05:00	下午10:50:00	2800	建议本溪县高级中学这个颠倒黑白大搞资本主义的黑社会学校赶紧倒闭
2025-2-4 上午11:49:44	河北	衡水市	桃城区	衡水市第十三中学	11	112	2	21	0	上午06:30:00	下午10:20:00	0	
2025-2-4 上午11:53:08	宁夏	银川市	兴庆区	银川市四十三中学	10	77.5	4	28	0	上午06:55:00	上午10:30:00	0	学校篮球场东非大裂谷，地震的时候震开了，垃圾豆腐渣工程，有些教室天花板上都是裂缝。 男老师查女学生寝，随意没收学生化妆品给自己老婆。垃圾桶里面不能有垃圾，宿舍不干净不让上课，要去年级主任解释 
2025-2-4 上午11:53:43	江苏	泰州市	海陵区	泰州市第二中学	11	103	0	9	3	上午06:30:00	下午11:00:00	0	自更换校长后开始严重超时学习
2025-2-4 上午11:53:53	安徽	六安市	舒城县	安徽省舒城中学	12	70	1	13	0	上午07:00:00	下午10:30:00	0	救救孩子吧。
2025-2-4 上午11:57:00	河南	信阳市	浉河区	信阳市高级中学	11	112	0.5	7	4	上午06:40:00	下午10:20:00	1200	
2025-2-4 上午11:58:43	湖北	随州市	曾都区	随州市第一中学	10	112	2	10	1	上午06:35:00	上午09:55:00	1000	
2025-2-4 上午11:59:31	江苏	苏州市	姑苏区	江苏省苏州第一中学	12	86	4	16	0	上午07:15:00	下午09:30:00	0	我有在网页上收集汇总，并会持续更新 https://github.com/cnfucker/fuckszyz
2025-2-4 下午12:00:09	安徽	六安市	舒城县	舒城中学	12	78	2	15	0	上午06:50:00	下午10:40:00	0	在校三年，见证学校从完整双休到单休，再到周日半天休。校长换了三个，作风越来越倒退，管理全凭主观臆断，毫无科学性。
2025-2-4 下午12:04:16	河北	衡水市	武邑县	河北武邑中学	12	115	0.5	7	0	上午05:25:00	下午10:00:00	0	该校提倡使用暴力教学，学生考试群体性做错某题班主任会让半个班学生轮流上讲台被扇耳光。大课间违纪学生一起上讲台做蹲起，并且趴在走廊挨个被班主任用棍子抽屁股。班主任会因为违纪等事情不让全班同学在晚自习后回宿舍睡觉。语文老师会用棍子打没有背过课文的学生。
2025-2-4 下午12:04:44	河北	廊坊市	安次区	河北省廊坊市长城学校	10	144	3.5	24	1	上午06:40:00	下午10:30:00	0	
2025-2-4 下午12:13:15	河北	泊头市	泊头市	泊头市文宇中学	10	112	2	20	3	上午06:00:00	下午09:40:00	750	妈的傻逼学校，老子一年交几万学费，你把老子当狗使唤，还有那个逼体育课光在下边来回跑，高一的只能一次次的跑圈，反观高二的就能自由活动，这区别对待的太牛逼了，还有吃饭加一起20分钟，我从楼上挤半天跑到食堂还剩15min，很多同学都患阑尾炎了，还有你管你妈的头发啊，光让我jian
2025-2-4 下午12:14:41	河南	焦作市	博爱县	博爱县第一中学	10	110	2	9	1	上午06:00:00	下午10:00:00	0	
2025-2-4 下午12:16:05	山西	运城市	垣曲县	城西小学，	3	40	8	28	0	上午07:40:00	下午06:00:00	0	垣曲县城西小学学校时间都正常，不正常的是放学后布置的作业在微信群老师使劲催家长赶紧提交作业，每天只能放学就去补习班写作业，晚上十点才能回家，学期开始和后期每天都是一大堆作业，没写完的家长班主任在群里公开让家长给老师写亲子检讨书，，写出为什么不完成作业，家长什么问题！孩子什么问题，！也不知道这些老师在学校干啥，全靠补习班去学习知识！ 过年假期，初五就开始群里额外布置作业，古诗几十首，让背过后打印签字确认人格式！ 这些老师真是魔怔了！
2025-2-4 下午12:18:20	四川	成都	武侯区	成都市第七高级中学	12	90	4	10	6	上午06:00:00	下午09:30:00	0	
2025-2-4 下午12:27:20	广西	钦州市	钦南区	钦州市第三中学	12	79	3.5	14	1	上午06:30:00	下午10:30:00	0	
2025-2-4 下午12:31:29	安徽	六安市	舒城县	舒城第一中学	12	92	2	15	0	上午07:10:00	下午10:20:00	0	午休被砍，加上了午自习，导致每日在校时间突破12小时
2025-2-4 下午12:33:40	江苏	南京市	秦淮区	南京市文枢高级中学	12	80	4	9	0	上午07:30:00	上午09:30:00	1000	学校里老师对学生都挺好的，学校前年才翻新过，环境还可以。我记得现任校长是从27中调过来的，一上任就砍掉了很多娱乐活动，食堂饭菜也是一坨。好在后面略微改善了些。学习压力和南京其他高中相比算小的，不过能上其他学校就别来这里了。
2025-2-4 下午12:38:00	江苏	无锡市	江阴市	江苏省无锡市江阴市华士高级中学	12	147	2	12	1	上午06:20:00	下午10:10:00	1400	
2025-2-4 下午12:59:35	山东	青岛市	李沧区	私立青岛智荣中学北校	9	87	4	3	4	上午06:20:00	下午09:45:00	2600	1.所有老师基本都课外收费补课（小区犄角旮旯里）2.体罚学生现象很普遍，有个叫王雪林的团书记兼体育老师下手特别重。3.中午饭菜很贵且很难吃，米饭不让加，肉也很少，土豆都是发芽的，还不让剩菜（会扣分）4.寒暑假强制上网课，强制开摄像头。
2025-2-4 下午01:02:29	山东	临沂市	沂南县	山东省沂南第一中学	12	95	2	13	1	上午06:00:00	下午10:30:00	0	
2025-2-4 下午01:05:57	云南	昆明市	富民县	昆明行知中学（富民县永定中学）	9	105	4	28	2	上午06:30:00	下午10:00:00	0	学校随意殴打学生，致跳楼者一位
2025-2-4 下午01:07:43	山西	晋中市	榆次区	山西现代双语学校南校	13	112	2	10	3	上午05:50:00	下午10:30:00	260	人文关怀毫无三晋底蕴 领导管理颇具阎匪遗风
2025-2-4 下午01:11:44	山东	潍坊市	诸城市	山东省诸城第一中学	12	112	2	9	1	上午06:10:00	下午10:10:00	0	
2025-2-4 下午01:17:33	山西	忻州市	忻府区	忻州市实验中学校	12	102	4	20	0	上午05:30:00	下午10:50:00	0	
2025-2-4 下午01:18:17	安徽	宿州市	埇桥区	宿州市芙宁娜中学	114	107	3	14	0	上午06:50:00	下午10:30:00	0	别来，建议中考多考点去靠近城区的刻晴中学，寄宿制太狗屎了，而且这里的老师跟蒙德人一样没素质，明明他们是靠我们枫丹人民的税收养起来的却都高高在上。哎，枫丹学生你崛起罢
2025-2-4 下午01:21:49	黑龙江	绥化市	青冈县	青冈县第一中学	12	92	2	15	0	上午06:50:00	下午10:00:00	0	高三补课寒暑假补课持续多年，学生苦不堪言，每次交200-400的餐费，质量极差，师资水平一般，2014-2015年曾有学生因补课不堪重负而自杀
2025-2-4 下午01:28:42	广东	佛山市	禅城区	佛山市第一中学	12	100	2	7	0	上午06:30:00	下午10:00:00	0	
2025-2-4 下午01:40:21	辽宁	辽宁	喀喇沁左翼蒙古族自治县	喀左第三高中	11	75	2	35	0	上午08:00:00	下午09:30:00	0	8：00是走读生上课时间，住宿生要5：30起床20分钟洗漱时间之后跑10分钟早操，住宿生6：00到班级上早自习期间有主任查，7：00下课吃早饭，7：35必须在班级站着早读到8：00上课，而且食堂饭的包子馅是剩肉做的。之前有个私立食堂但学校给关了。
2025-2-4 下午02:04:12	广东	广州市	海珠区	广州市海珠外国语实验中学	12	96	3	11	0	上午07:00:00	下午10:00:00	0	校领导潘传响变态！ 上体育课总是找机会和女学生产生接触（包括但不限于拉手） 学校随意侵占假期，饭堂卫生问题永不改善！
2025-2-4 下午02:09:36	广西	柳州	鹿寨	鹿寨中学	7	105	3.5	14	1	上午06:40:00	下午10:40:00	0	学校高层在集体会议上公开发言称，可以处理学生向教育部门的举报，希望学生不要给学校增加工作量；表示学生近视度数的增加和身体状况变差是应得的福报，应该继续保持。
2025-2-4 下午02:13:55	湖北	武汉市	新洲区	武汉市新洲区第三中学	11	85	2	15	0	上午06:10:00	下午09:50:00	0	办人民满意的教育？你做到了吗？！
2025-2-4 下午02:19:46	河北	衡水市	桃城区	衡水实验中学	12	95	1	14	0	上午05:30:00	下午11:30:00	0	
2025-2-4 下午02:22:03	河北	秦皇岛市	青龙满族自治县	青龙满族自治县第一中学	12	119	1	21	2	上午05:30:00	下午10:20:00	0	
2025-2-4 下午02:34:48	福建	福州市	罗源县	智华福州民族中学	11	90	4	21	0	上午07:20:00	下午09:30:00	440	没有衡水命，有个衡水病
2025-2-4 下午02:42:53	山东	菏泽市	牡丹区	菏泽市第一中学	13	112	1	6	1	上午05:50:00	下午10:30:00	0	emmm 虽然但是我已经上大学了 但是对高中的最大感受就是 对放假没任何印象hhhhh 其实我算比较勇的 敢和老师去吵所以一两周就能获得一张请假条回家休息一下所以过得还不错 不过听我的学弟学妹们反映现在弟弟妹妹们的精神状态越来越差了orz 学校在三楼及以上的走廊都安装了铁丝网防止轻生……（因为我们这届有个跳楼的嘛）  我认为学校应该多多注重同学们的感受和效率，而不是一味通过加长时间来意图提高同学们的学习数量😞这样是完全没用的 适当的休息反而会更利于同学们高效学习！唉试问北京上海那些高中 他们为什么过的比我们轻松的多，成绩照样比我们好呢🥲 根本问题真的不在时间～～～
2025-2-4 下午02:46:20	广西	钦州市	钦北区	钦州市第二中学（高中部）	12	101	2	10	1	上午07:00:00	下午10:40:00	0	
2025-2-4 下午02:49:25	陕西	西安市	雁塔區	西北工業大學附屬中學	10	111	4	14	1	上午06:10:00	下午09:50:00	500	
